pH,Temperature,Turbidity_V,Dissolved_Oxygen,Distance_CM,Threat_Label
7.56,21.0,1.03,8.0,23.1,0
7.66,28.1,0.86,6.6,12.9,0
5.54,30.8,0.98,5.1,23.3,1
7.24,23.2,1.1,3.5,9.5,0
7.66,30.8,0.91,8.1,22.3,0
6.21,32.2,1.08,4.4,19.9,0
6.35,26.2,1.3,7.8,24.1,1
6.89,31.2,1.32,7.3,20.0,1
5.1,26.1,0.83,7.5,8.7,1
6.61,30.2,0.9,8.9,22.6,0
6.06,31.5,0.97,7.0,17.1,0
6.64,34.9,1.16,1.3,4.9,1
5.6,25.2,1.02,2.6,2.1,1
9.45,26.2,1.31,1.3,9.8,1
7.97,22.5,1.23,2.5,19.9,1
8.4,23.1,0.86,1.5,15.8,1
8.95,30.4,1.17,5.0,13.7,1
7.49,33.8,0.87,1.2,1.1,1
5.43,25.9,0.95,4.8,11.5,1
7.69,22.7,0.91,8.2,4.8,1
7.93,24.3,0.9,7.0,11.9,0
8.73,26.8,1.17,8.6,24.8,1
7.16,24.4,1.14,2.8,22.1,1
5.64,23.5,0.91,5.2,8.5,1
6.42,31.0,1.39,3.5,15.2,1
6.82,20.1,1.05,5.0,13.1,0
8.23,28.1,0.86,5.5,4.1,1
7.85,31.9,0.87,1.3,24.8,1
6.78,24.0,1.15,2.9,11.2,1
9.93,29.0,1.39,6.6,13.1,1
8.03,30.0,1.14,7.2,16.5,0
6.19,29.8,1.37,5.6,5.6,1
5.51,26.7,1.07,3.2,6.3,1
5.76,25.2,1.06,4.2,5.6,1
6.23,32.5,1.1,1.8,10.2,1
5.8,31.4,1.22,8.6,5.8,1
5.93,24.8,1.02,7.9,23.2,1
6.43,21.5,1.32,1.5,18.1,0
5.87,21.1,0.82,2.3,22.5,1
9.48,21.4,1.06,5.6,21.4,1
5.4,28.7,1.11,2.9,17.9,1
7.62,20.8,1.16,8.5,6.8,0
7.05,25.1,0.97,7.0,15.8,0
9.91,31.3,1.06,3.2,5.5,1
5.56,24.4,1.09,1.0,4.2,1
6.99,31.4,1.21,7.4,16.2,0
9.85,31.2,1.26,4.4,16.0,1
9.33,23.7,1.24,6.1,4.8,1
9.09,30.9,1.0,3.3,9.5,1
6.29,31.2,1.4,2.1,2.6,1
5.85,26.0,1.31,6.4,18.2,1
8.34,23.2,0.96,4.6,24.7,0
9.65,27.8,0.92,2.9,18.8,1
7.78,33.8,0.99,2.1,21.3,1
7.86,29.6,1.07,5.6,12.4,0
6.4,22.6,1.31,6.8,3.3,1
8.85,30.2,1.27,3.3,18.4,1
5.94,26.4,1.31,6.9,7.2,1
6.62,28.9,0.96,2.5,10.3,1
7.13,31.0,1.16,3.7,17.9,0
7.54,27.7,0.97,7.0,22.7,0
6.21,32.2,0.87,6.3,12.7,0
5.57,30.8,1.21,3.2,24.1,1
8.05,29.2,0.89,2.0,13.5,1
6.44,22.3,1.2,1.3,3.9,1
7.91,32.5,1.19,7.7,13.4,0
5.77,34.0,1.29,1.6,21.7,1
7.41,22.1,0.88,1.9,13.9,1
7.66,27.3,1.27,2.9,18.9,1
5.26,23.9,1.4,4.6,14.2,1
6.68,31.3,1.31,7.3,14.1,1
5.67,30.8,1.25,3.0,7.8,1
5.32,22.1,1.2,5.3,5.8,1
9.95,33.2,1.05,1.7,7.7,1
6.61,22.7,1.24,4.7,11.6,0
9.05,32.0,1.23,2.4,20.4,0
6.27,26.9,1.18,2.7,20.9,1
8.41,24.9,1.28,3.9,4.9,1
8.8,22.4,1.07,7.1,14.3,1
7.98,22.5,0.87,7.0,11.0,0
7.36,29.9,1.14,4.3,14.7,0
7.06,28.3,0.96,1.9,16.5,1
6.74,21.8,1.03,3.2,7.7,0
9.65,21.7,0.81,5.0,23.1,1
9.15,21.1,1.03,8.0,23.5,1
9.83,31.2,1.29,8.7,3.5,1
5.62,30.7,1.13,6.1,17.9,1
8.65,20.9,0.81,3.8,1.8,1
9.69,28.4,1.08,6.5,2.1,1
5.91,21.3,0.97,3.7,24.0,1
5.33,33.6,1.09,6.0,17.7,1
8.71,33.6,1.04,3.0,8.8,1
7.87,30.5,1.36,3.1,17.1,1
9.21,33.9,0.82,1.6,21.3,1
5.7,32.2,1.21,4.4,21.9,1
8.98,32.4,1.31,5.9,1.5,1
6.01,28.5,1.38,7.3,20.6,1
5.82,24.6,0.91,7.5,21.5,1
5.82,23.3,1.12,8.9,15.3,1
9.07,24.9,0.83,1.7,12.5,1
8.33,29.4,1.1,4.9,3.7,1
7.62,22.6,0.88,5.2,6.8,0
6.79,23.9,1.3,7.4,12.8,1
9.39,27.0,0.87,3.1,21.8,1
6.96,23.5,1.11,1.6,20.3,1
9.08,28.8,1.11,3.5,12.9,1
7.2,33.8,1.38,8.9,19.9,1
6.88,31.2,1.19,8.2,19.4,0
7.31,30.0,0.97,4.2,14.9,0
6.51,28.7,0.94,8.0,6.3,0
8.74,27.3,0.88,1.3,9.4,1
7.51,22.8,1.25,3.5,4.9,1
6.16,33.4,1.21,6.8,1.2,1
9.5,23.7,1.17,2.8,2.9,1
6.92,21.4,0.82,2.6,19.2,1
7.72,31.3,1.26,7.9,1.8,1
9.53,22.6,1.19,5.9,10.6,1
8.12,25.6,1.38,8.9,24.7,1
5.58,20.4,1.15,2.1,20.1,1
9.7,22.1,0.98,3.8,19.0,1
8.14,22.6,1.03,3.5,7.6,0
6.67,20.8,0.91,8.0,16.4,0
5.7,29.8,1.23,3.0,13.0,1
8.97,32.6,1.22,3.8,16.0,1
8.1,25.6,0.92,2.1,11.5,1
7.67,33.1,0.9,7.2,13.7,0
9.47,23.2,0.85,2.9,24.7,1
8.94,24.9,1.35,1.5,8.9,1
5.76,22.3,0.94,4.5,6.2,1
6.56,29.3,1.01,4.1,11.8,0
6.24,26.3,0.97,2.4,13.6,1
8.72,29.2,1.05,2.1,3.1,1
5.17,31.4,1.23,8.2,20.3,1
7.85,28.2,1.32,1.5,11.1,0
8.81,29.4,0.91,1.8,10.9,1
9.38,34.0,1.21,3.0,16.8,1
6.71,24.5,1.01,8.6,19.6,0
9.11,25.4,1.39,1.7,24.7,1
5.55,30.8,0.98,7.5,5.2,1
9.23,29.2,0.8,8.1,9.3,1
5.64,22.7,1.11,4.0,5.0,1
6.99,25.6,0.89,3.4,22.1,0
8.99,27.0,0.83,6.4,14.2,1
5.75,26.3,1.22,6.6,21.5,1
6.15,22.7,1.24,7.2,24.6,0
8.61,33.9,1.08,7.6,14.2,1
8.6,31.4,1.21,3.1,3.8,1
8.21,27.2,1.12,6.5,9.7,0
8.47,30.2,1.18,2.1,1.9,1
7.71,33.5,1.16,5.1,21.4,0
6.26,22.0,1.2,5.9,1.4,1
6.73,23.8,0.92,2.3,15.2,1
5.91,28.1,0.96,1.6,3.5,1
9.54,32.0,1.06,2.6,1.2,1
7.92,20.5,1.07,4.4,7.1,0
7.0,34.8,1.26,8.1,14.2,1
7.31,26.8,1.02,5.3,2.8,1
9.74,25.4,0.9,7.0,15.8,1
5.77,24.4,0.95,2.4,17.1,1
7.93,22.6,0.93,1.8,24.3,1
7.53,31.9,1.24,2.9,22.6,1
8.06,34.3,1.08,3.5,14.6,0
5.09,26.2,1.23,5.4,20.0,1
9.36,34.3,1.05,8.0,9.7,1
9.66,32.4,1.33,4.4,15.1,1
7.83,27.2,1.39,5.2,10.7,1
8.48,30.1,1.2,1.0,9.1,1
9.61,26.5,1.32,1.3,18.5,1
8.54,28.4,1.1,1.7,8.1,1
5.76,20.9,1.36,6.6,10.1,1
7.88,30.4,1.3,4.9,9.8,1
8.03,20.8,1.4,2.5,21.9,1
7.12,32.3,1.17,5.7,5.1,0
8.68,32.4,1.27,5.4,10.2,1
9.67,23.6,1.13,1.7,22.3,1
9.63,24.9,0.96,6.1,1.4,1
7.25,27.2,1.01,7.1,23.7,0
5.57,28.9,1.34,3.3,22.6,1
9.92,24.3,0.83,6.5,11.0,1
9.19,28.9,1.15,2.6,16.7,1
5.62,24.5,1.02,7.1,24.8,1
9.6,20.8,1.03,8.3,14.3,1
9.35,20.0,1.33,4.5,3.3,1
7.59,21.5,1.31,3.0,21.5,1
7.96,31.9,1.16,4.2,4.2,1
7.0,34.4,0.96,3.0,7.2,0
5.27,26.4,1.09,1.0,22.0,1
6.68,27.7,1.04,6.2,7.1,0
9.01,22.2,1.01,1.3,18.9,1
5.02,28.3,0.86,2.7,11.7,1
6.67,22.2,1.13,6.8,19.2,0
6.99,29.2,0.98,6.3,6.6,0
7.69,34.0,1.2,1.6,11.1,1
9.6,22.9,0.99,6.3,8.6,1
6.73,31.5,1.06,8.4,7.0,0
6.73,20.4,0.83,1.6,8.5,1
8.69,25.6,1.4,4.3,8.8,1
7.26,21.7,1.1,6.8,23.9,0
6.12,25.3,0.81,6.3,13.8,0
7.26,22.6,1.12,2.8,12.1,1
5.7,25.6,1.32,2.3,13.1,1
5.88,26.3,1.26,7.3,24.9,1
7.49,24.5,1.22,8.6,16.7,0
7.09,29.8,0.88,7.1,17.9,0
9.57,33.8,1.19,8.7,8.5,1
6.81,26.0,1.26,5.8,12.3,1
7.9,22.9,1.14,8.4,5.4,0
8.16,24.1,1.34,6.5,17.4,1
5.07,32.8,0.97,8.3,9.3,1
8.32,28.6,0.95,2.3,19.0,1
5.89,26.8,1.32,7.5,6.1,1
9.81,22.2,1.18,2.6,10.7,1
5.74,26.7,0.8,1.2,12.3,1
7.07,24.2,1.01,5.1,5.0,1
5.43,34.1,1.31,3.5,2.7,1
9.98,33.3,0.82,1.3,8.6,1
7.51,21.3,0.8,8.8,14.1,0
7.98,27.7,0.97,6.3,16.7,0
5.34,23.4,1.35,8.2,11.2,0
8.75,26.2,1.34,9.0,13.0,1
6.05,33.2,1.11,4.1,14.0,0
9.49,27.9,1.13,3.0,13.3,1
6.03,25.0,1.0,2.5,3.2,1
5.95,23.1,0.95,5.1,10.7,1
5.18,32.0,1.29,5.8,5.9,1
7.36,29.4,0.86,4.8,13.8,0
7.82,27.0,1.09,4.1,19.2,0
5.33,23.3,1.18,2.3,14.9,1
8.88,25.0,0.86,4.5,6.3,1
7.27,34.4,1.11,1.7,6.0,1
7.62,27.8,1.15,7.9,1.9,1
7.2,26.0,1.25,1.4,11.2,1
7.0,27.8,0.94,4.0,11.4,0
7.8,31.7,0.98,1.8,6.7,1
5.78,25.1,1.14,7.2,19.3,1
5.91,22.7,1.39,3.5,10.3,1
9.31,28.8,0.93,1.9,17.1,1
9.73,30.0,1.39,5.3,16.4,1
6.87,30.7,1.23,8.3,15.5,0
6.35,33.2,1.3,8.3,22.8,1
8.22,25.6,0.85,3.0,1.4,1
7.04,21.1,0.98,6.8,2.6,1
5.13,34.4,0.83,1.2,18.3,1
5.78,26.5,1.02,2.1,9.5,1
8.58,29.3,1.39,5.0,24.7,1
8.29,30.0,0.86,2.8,6.2,1
5.14,28.2,1.14,7.4,5.4,1
6.11,23.1,0.8,8.4,15.1,0
6.16,31.3,1.23,1.0,7.7,1
8.36,32.1,0.92,2.9,9.2,1
5.1,28.3,0.88,4.5,23.1,1
5.52,27.3,1.0,5.5,1.6,1
9.0,21.7,1.26,8.3,13.8,1
5.89,21.3,0.86,8.1,9.0,1
8.26,25.1,0.94,6.1,9.3,1
6.19,24.7,0.81,3.1,6.9,0
5.5,34.3,1.38,7.3,4.2,1
6.22,31.8,1.16,2.6,1.8,1
8.61,29.9,1.23,8.7,24.7,1
9.28,27.8,1.19,1.0,16.8,1
9.15,22.5,0.89,5.6,19.7,1
6.99,34.7,1.16,1.7,2.6,1
8.34,25.6,0.88,4.3,1.4,1
6.02,21.6,1.04,6.1,15.4,0
6.47,27.4,1.14,6.5,18.4,0
9.48,33.1,1.14,7.3,10.5,1
5.07,33.3,0.87,5.7,10.3,1
5.43,20.2,0.82,3.0,10.2,1
6.04,33.3,1.28,8.1,4.7,1
5.13,24.1,1.24,7.5,19.1,1
5.91,20.6,0.85,2.3,6.2,1
7.92,32.7,0.88,7.6,8.8,0
7.11,33.0,1.34,8.8,17.1,1
9.46,28.9,1.26,6.1,1.0,1
9.09,28.6,1.4,3.3,19.4,1
6.71,32.2,0.95,5.9,22.6,0
6.3,31.8,1.09,3.7,2.2,0
6.9,33.4,0.94,6.4,15.2,0
7.95,28.3,1.17,5.4,10.8,0
6.34,34.5,0.87,8.4,2.9,1
8.12,34.9,0.88,5.9,17.4,0
7.05,21.7,0.84,2.7,15.7,1
7.76,32.7,1.22,6.8,16.4,0
7.18,27.5,1.1,3.4,20.5,0
6.47,25.8,1.17,3.2,7.9,0
9.74,29.2,1.33,4.1,17.2,1
8.82,20.8,1.24,1.1,18.8,1
5.7,27.6,1.08,8.8,5.1,1
9.34,33.1,1.39,5.3,24.0,1
7.44,23.2,1.07,7.2,9.2,0
9.47,26.4,0.87,3.1,18.1,1
9.0,34.1,1.4,7.0,19.1,1
7.13,26.4,0.81,5.5,13.1,0
5.11,25.4,1.13,4.4,4.1,1
6.34,26.6,0.99,8.8,7.6,0
7.71,27.8,1.1,5.0,6.6,0
8.17,29.5,1.14,6.3,13.4,0
6.29,32.0,0.94,1.1,7.3,1
5.7,26.8,1.13,3.4,14.1,1
9.17,32.3,1.25,8.1,7.9,1
9.92,28.0,0.96,7.1,1.0,1
7.63,25.1,1.03,5.3,9.7,0
5.86,29.9,0.96,8.2,15.6,1
6.36,30.8,1.29,4.9,19.6,1
5.09,28.4,1.23,5.5,1.7,1
9.57,20.8,1.32,4.1,7.2,1
5.59,22.5,0.9,6.0,24.7,1
7.88,24.3,0.84,3.6,7.3,0
6.37,24.2,0.87,4.1,19.7,0
7.77,30.1,0.9,8.7,13.2,0
8.26,20.3,1.12,1.9,3.9,1
9.15,31.3,1.38,1.8,16.4,1
6.03,24.0,1.01,1.3,24.2,1
5.05,24.7,1.38,3.6,22.3,0
5.68,27.9,0.82,4.2,17.6,1
9.5,23.2,1.36,1.8,13.3,1
9.37,33.3,0.91,5.4,8.7,1
7.99,21.3,1.35,5.7,9.6,1
8.0,26.7,0.83,7.0,9.3,0
8.33,32.7,1.37,8.8,23.1,1
5.88,29.2,0.92,6.0,6.1,1
9.57,24.4,0.98,1.9,10.1,1
7.09,26.3,1.09,1.7,11.4,1
6.92,30.6,1.03,7.2,10.8,0
7.59,34.6,1.2,6.2,1.1,1
5.23,33.4,1.38,2.3,7.5,1
5.83,25.1,1.16,3.0,13.0,1
8.69,35.0,1.23,7.0,19.3,1
5.41,20.1,0.85,5.5,14.7,1
8.02,20.4,1.18,5.7,10.2,0
6.23,32.4,1.07,2.7,17.0,1
6.95,23.0,1.33,6.0,17.0,1
6.44,20.9,1.03,7.2,7.0,0
6.78,23.6,1.21,8.1,3.5,1
8.6,26.4,0.94,6.9,20.3,1
6.49,31.0,0.96,5.6,13.7,0
7.83,29.4,1.03,6.4,5.2,0
7.38,23.6,0.98,4.9,7.3,0
8.32,27.5,0.95,2.8,19.4,1
9.68,33.9,0.83,8.1,16.7,1
8.66,32.2,1.3,5.3,23.7,1
6.07,24.8,0.84,5.8,12.2,0
5.16,34.7,1.33,8.9,2.3,1
6.31,30.6,0.88,8.9,17.8,0
7.98,20.9,0.84,5.7,7.1,0
5.26,20.5,1.14,1.3,8.8,1
7.48,22.5,1.1,4.2,5.7,0
7.98,30.9,1.09,8.5,8.4,0
6.67,22.8,1.14,3.3,20.9,0
8.85,27.7,0.97,9.0,14.8,1
5.53,21.4,1.2,1.7,3.6,1
5.38,33.8,1.1,5.5,15.1,1
8.64,25.2,1.0,5.1,16.2,1
7.48,33.6,1.3,3.0,22.2,1
8.44,34.2,1.24,8.6,21.6,0
7.17,20.1,1.04,6.0,2.5,1
6.23,27.0,1.31,2.8,21.8,1
9.1,20.4,1.35,4.1,2.2,1
9.0,33.6,1.12,6.8,4.7,1
8.47,27.8,0.93,3.4,3.7,1
6.36,21.1,1.35,8.0,5.4,1
7.95,21.7,0.91,2.3,20.3,1
6.8,25.8,0.83,3.1,17.5,0
5.46,34.1,1.0,2.2,17.5,1
9.59,30.4,1.24,1.8,23.1,1
5.68,33.0,1.35,3.4,10.4,1
9.75,25.5,1.18,9.0,1.1,1
7.23,20.6,1.37,1.8,16.4,1
5.93,34.6,0.86,2.7,21.8,1
7.71,20.3,0.84,3.2,24.4,0
9.36,34.2,1.16,6.0,9.7,1
8.66,25.5,1.38,7.0,20.7,1
9.03,20.2,1.1,7.0,21.4,1
8.29,30.3,0.83,1.1,4.5,1
8.46,34.7,0.93,6.2,16.2,0
9.25,34.5,0.95,6.0,5.2,1
6.25,22.4,1.0,5.1,11.7,0
7.45,22.7,0.83,4.0,22.1,0
6.11,28.5,1.34,7.4,19.9,1
9.94,29.6,1.11,3.8,14.7,1
9.72,31.1,1.2,2.8,20.4,1
5.2,22.7,0.84,3.5,4.7,1
8.53,34.4,0.83,4.5,5.7,1
9.63,29.6,1.15,2.7,6.0,1
5.9,32.7,1.33,5.9,19.6,1
7.84,28.1,1.12,8.1,22.4,0
9.58,26.2,1.33,5.8,14.5,1
5.17,34.7,1.29,4.6,24.0,1
8.49,28.7,0.85,7.4,18.5,0
6.49,33.0,0.92,7.0,14.5,0
9.62,34.3,1.19,3.9,15.7,1
9.86,30.1,1.07,5.8,21.4,1
9.72,28.2,0.97,6.8,3.2,1
7.37,20.1,1.05,3.0,5.0,1
9.31,20.6,1.07,3.9,7.4,1
9.22,23.0,1.35,1.8,22.5,1
6.6,22.8,0.86,8.9,23.7,0
9.14,23.8,0.97,1.7,9.5,1
5.19,24.6,1.12,2.3,23.2,1
7.98,25.4,1.22,4.8,14.1,0
6.15,26.3,1.18,7.9,12.4,0
5.6,21.5,1.36,3.8,21.0,1
5.38,20.6,1.28,7.1,14.1,1
8.48,30.1,1.13,6.4,11.9,0
6.7,28.1,0.93,6.1,1.4,1
8.62,26.7,1.07,7.8,1.3,1
5.33,29.5,1.22,1.1,16.1,1
6.58,32.4,1.3,8.4,2.8,1
7.7,26.4,1.38,7.6,18.7,1
8.95,29.6,1.16,8.5,15.9,1
6.59,34.3,1.12,7.3,12.0,0
8.13,32.6,0.81,8.0,18.0,0
9.43,26.4,0.84,2.6,24.8,1
8.08,29.7,0.89,3.6,6.9,0
6.16,22.7,0.83,3.5,14.4,0
5.12,28.4,1.04,1.9,21.2,1
9.35,34.7,1.0,6.8,1.4,1
5.11,27.8,1.18,2.1,5.9,1
9.37,33.9,1.12,1.4,13.5,1
7.64,26.1,1.16,7.2,14.3,0
9.7,35.0,1.08,8.2,3.1,1
8.99,28.7,0.97,7.1,10.8,1
9.99,20.6,1.37,7.6,13.5,1
6.75,28.8,0.85,5.8,11.2,0
8.84,24.1,1.36,8.1,17.8,0
7.01,20.5,0.99,5.0,19.5,0
7.4,32.3,1.11,8.9,12.0,0
8.14,24.1,0.87,1.8,11.2,1
9.37,31.9,0.84,7.5,17.9,1
9.92,24.3,1.06,6.1,14.3,1
8.84,22.9,1.25,5.6,21.9,1
7.09,34.6,0.96,6.8,12.5,0
7.11,25.4,1.14,7.7,14.8,0
8.69,29.0,0.97,7.9,4.1,1
6.19,29.1,1.03,2.4,21.1,1
5.55,28.4,1.34,2.6,11.1,1
6.77,33.7,1.31,1.1,18.3,1
6.44,30.1,1.11,2.1,11.3,0
6.48,26.1,0.94,3.1,1.0,1
6.17,32.9,0.92,6.8,10.6,0
5.21,22.7,1.37,4.8,4.5,1
5.09,28.2,0.92,7.1,10.6,1
9.94,34.3,1.28,4.9,8.7,1
7.14,29.4,1.02,5.4,5.9,0
6.92,32.3,1.39,1.9,4.0,1
8.4,29.8,1.02,7.2,18.5,0
6.09,32.6,1.01,7.1,19.1,0
9.75,34.2,1.18,3.5,7.4,1
8.93,24.1,1.38,3.6,12.9,1
5.45,22.5,1.39,2.8,12.1,1
7.09,27.3,1.22,7.5,9.5,0
9.4,30.5,1.25,7.0,7.7,1
9.72,23.4,1.14,5.9,5.5,1
7.34,20.1,1.25,2.9,21.9,1
8.07,25.1,1.32,2.4,21.0,1
5.84,34.5,1.09,1.4,11.0,1
9.96,30.4,1.17,1.4,18.3,1
6.16,26.0,1.12,2.5,13.0,1
9.71,22.9,1.14,1.8,3.0,1
8.25,25.3,1.33,5.4,20.7,1
8.04,22.5,1.01,3.9,6.3,0
7.56,21.6,0.92,4.6,18.0,0
6.15,33.6,1.07,5.8,13.7,0
5.88,35.0,0.92,6.3,17.6,1
6.1,22.5,1.1,6.2,12.3,0
5.93,20.8,1.34,3.1,17.9,1
8.9,24.9,1.17,7.5,1.8,1
6.75,26.9,1.31,8.3,2.0,1
5.29,23.1,0.9,3.5,22.5,1
9.85,24.5,1.34,1.1,19.0,1
9.42,23.0,1.16,8.2,20.9,1
9.64,31.6,0.82,8.4,12.0,1
9.97,30.7,1.18,1.4,12.0,1
5.87,29.5,1.37,1.0,13.8,1
6.98,25.8,0.85,7.5,6.8,0
8.79,33.6,1.15,3.4,18.6,1
8.48,34.5,1.35,8.3,20.9,1
5.77,22.6,0.81,2.7,22.8,1
9.08,23.3,1.18,7.9,13.4,1
6.12,27.9,1.08,1.5,10.9,1
6.12,21.4,1.01,3.1,20.9,0
7.68,26.5,1.18,8.8,19.1,0
7.96,28.7,0.83,2.8,21.8,1
7.9,27.8,1.25,2.1,16.7,1
5.46,25.0,0.8,7.9,22.2,1
9.39,28.1,0.98,1.9,3.1,1
6.33,34.4,1.1,1.8,17.3,1
5.65,23.1,1.03,3.6,3.1,1
9.44,29.8,0.98,6.1,19.0,1
9.78,20.7,1.3,6.7,16.1,1
9.31,21.0,1.36,8.0,1.4,1
9.05,28.3,1.32,5.3,15.4,1
8.28,21.6,1.11,4.1,4.5,1
7.75,20.3,1.33,3.9,4.4,1
5.43,22.6,1.35,7.8,4.6,1
7.04,28.5,1.05,6.8,12.6,0
6.86,30.6,0.97,8.2,3.8,0
6.3,23.0,0.86,8.7,4.0,1
8.62,30.0,1.09,3.4,7.1,1
7.48,22.7,1.37,5.2,1.0,1
5.41,29.2,1.14,6.1,7.6,1
6.1,26.2,1.2,2.3,15.8,1
8.42,29.8,0.87,1.4,15.4,1
5.38,34.9,0.89,7.9,24.3,1
9.26,34.1,1.08,5.3,3.9,1
7.48,20.1,1.37,5.6,21.8,1
7.4,33.3,1.02,5.4,10.4,0
7.96,21.0,1.33,7.0,10.3,1
9.12,34.3,0.87,2.2,9.4,1
6.74,24.2,1.17,5.9,4.0,1
8.39,25.7,1.16,4.8,12.5,0
7.83,21.4,1.32,8.2,19.9,1
6.34,21.7,0.8,5.2,22.0,0
9.39,30.9,0.91,8.5,24.1,1
8.99,34.2,0.93,3.8,19.8,1
8.29,29.2,1.37,8.7,16.0,1
9.25,30.7,0.89,8.0,12.9,1
9.34,31.4,0.82,5.7,22.0,1
8.54,23.9,1.12,3.8,18.7,1
9.19,20.7,1.12,4.0,4.9,1
8.49,20.0,1.31,7.2,17.4,1
8.4,25.3,1.37,5.6,11.3,1
8.09,23.6,1.12,4.2,15.3,0
8.76,20.9,1.36,6.1,22.6,1
5.79,22.7,1.24,6.9,16.7,1
9.4,21.9,0.96,1.2,23.5,1
9.36,33.7,1.36,1.7,21.8,1
5.15,22.1,1.2,1.8,4.1,1
9.13,28.1,1.05,2.9,1.3,1
5.64,28.9,1.21,4.4,10.2,1
6.68,28.2,1.04,7.4,21.8,0
8.72,21.5,0.87,3.8,6.5,1
5.8,24.8,1.23,1.1,17.6,0
9.09,20.8,1.29,4.9,12.4,1
9.16,25.9,1.24,9.0,18.9,1
7.54,22.8,0.94,3.8,5.0,1
5.03,28.4,1.37,8.7,6.7,1
6.44,30.4,0.82,1.8,6.8,1
8.08,28.0,1.0,2.4,14.2,1
9.91,26.5,0.96,6.8,8.0,1
8.16,25.8,0.83,5.0,20.5,0
6.3,32.6,1.04,7.1,9.3,0
8.17,23.3,1.17,7.9,16.9,0
7.7,31.0,1.33,3.0,23.8,1
8.9,31.4,1.39,6.5,15.6,1
5.53,26.3,1.28,5.9,6.8,1
8.81,24.5,1.08,7.9,20.9,1
7.71,27.1,1.23,4.4,1.3,1
9.81,21.4,1.31,1.4,7.2,1
6.71,20.7,1.08,5.6,10.3,0
8.16,21.7,1.27,8.7,5.7,1
9.66,22.8,1.09,1.1,15.5,1
5.51,27.6,1.03,2.9,14.4,1
9.69,32.7,1.12,3.5,10.8,1
8.44,23.5,1.21,7.1,8.1,0
5.34,34.0,1.24,3.6,11.4,1
6.5,34.3,1.01,2.9,8.0,1
8.54,34.4,1.14,6.2,6.3,1
5.34,32.6,1.35,1.4,9.4,1
7.91,25.5,1.39,2.4,15.5,1
6.73,21.1,0.94,4.3,16.6,0
8.1,28.5,0.92,3.8,8.1,0
5.23,28.4,1.21,3.8,23.7,1
9.36,32.7,1.05,1.9,7.3,1
9.87,34.9,0.81,3.9,18.1,1
9.84,27.6,1.01,7.4,3.0,1
8.75,25.2,1.28,4.3,17.0,1
5.65,22.8,1.28,5.7,12.0,1
8.79,20.1,1.1,2.3,14.7,1
5.12,27.6,1.08,1.6,5.4,1
5.11,28.3,1.15,8.0,11.4,1
6.62,32.4,0.93,3.7,19.4,0
7.44,27.6,1.12,3.8,19.4,0
8.85,33.7,0.81,8.0,6.7,1
8.42,29.4,1.09,6.7,9.5,0
7.23,32.6,1.0,7.1,1.1,1
6.37,22.2,1.2,6.5,3.2,1
9.99,32.8,1.18,1.8,4.0,1
7.13,30.1,1.03,8.7,8.0,0
7.26,22.6,0.8,8.3,19.2,0
5.82,22.8,0.95,2.9,13.2,1
8.97,33.9,1.18,7.4,20.0,1
8.47,20.5,0.84,4.3,19.1,0
6.1,26.9,0.86,6.5,15.1,0
5.41,24.7,1.19,2.3,13.0,1
8.4,30.0,1.25,5.3,23.4,1
8.27,32.6,0.99,2.0,14.7,1
6.37,25.4,1.09,5.3,12.6,0
9.75,26.4,1.37,2.9,21.9,1
5.76,34.7,1.37,4.6,2.7,1
7.16,31.8,0.98,6.3,16.7,0
9.72,33.5,1.29,8.0,3.7,1
7.1,26.6,1.16,2.3,20.7,1
8.19,23.5,1.39,8.1,20.0,1
6.99,26.2,1.09,4.1,13.1,0
6.37,30.7,1.26,7.8,16.9,1
9.92,21.6,1.26,5.1,19.5,1
7.05,24.1,1.1,7.9,12.6,0
9.47,20.7,1.28,6.3,22.7,1
6.15,26.5,0.96,5.1,11.5,0
6.07,32.4,0.87,3.5,22.4,0
5.16,20.4,1.06,8.8,15.0,1
8.26,30.1,1.37,7.4,11.2,1
6.84,34.0,1.1,4.0,1.1,1
9.32,23.6,1.18,2.3,8.1,1
7.37,30.4,1.17,7.2,21.8,0
9.84,34.6,0.88,8.9,11.3,1
5.93,34.4,1.03,3.2,11.1,1
9.34,23.5,1.22,8.3,12.7,1
8.88,21.5,1.38,2.0,7.9,1
8.85,22.2,0.9,8.6,12.8,1
9.22,30.5,1.05,7.0,10.0,1
8.81,30.9,0.86,3.8,22.8,1
8.13,30.1,0.95,3.4,14.5,0
5.66,25.0,1.03,6.1,21.0,1
5.16,22.5,1.12,5.7,17.5,1
9.6,28.7,0.94,8.4,6.1,1
8.08,27.3,0.94,7.1,21.8,0
8.98,30.9,1.27,5.3,3.1,1
7.41,26.6,1.38,8.4,11.8,1
5.59,25.1,0.99,5.7,6.7,1
5.63,24.4,1.21,7.8,13.9,1
8.43,23.2,0.95,7.7,8.2,0
7.15,24.0,1.36,8.4,18.3,1
6.0,21.4,1.2,1.5,23.5,1
7.46,25.2,1.28,5.7,18.0,1
5.32,20.5,0.83,4.7,9.5,1
7.91,22.8,1.16,4.9,15.4,0
6.34,31.2,1.12,4.7,22.3,0
8.99,24.9,0.98,7.7,7.5,1
6.55,30.0,0.96,3.5,3.8,1
7.28,30.8,1.15,4.7,4.1,1
5.06,28.7,1.22,2.6,12.9,1
5.36,34.4,0.82,3.0,18.6,1
